    TS       Day   Newton        INJ1:BHP        INJ1:WIR        INJ1:OIR        INJ2:BHP        INJ2:WIR        INJ2:OIR        PRD1:BHP        PRD1:WPR        PRD1:OPR        PRD2:BHP        PRD2:WPR        PRD2:OPR        PRD3:BHP        PRD3:WPR        PRD3:OPR        PRD4:BHP        PRD4:WPR        PRD4:OPR
   82 7627.0000        2     2.50000e+02    -4.09089e+03    -5.39814e-07     2.50000e+02    -1.87541e+03    -2.47470e-07     1.50000e+02     1.10266e+03     3.32745e+01     1.50000e+02     1.57708e+03     2.26273e+02     1.50000e+02     6.96883e+02     1.60604e+02     1.50000e+02     1.67913e+03     1.13517e+02
   83 7727.0000        2     2.50000e+02    -4.10118e+03    -5.41171e-07     2.50000e+02    -1.87872e+03    -2.47906e-07     1.50000e+02     1.10697e+03     3.26524e+01     1.50000e+02     1.58175e+03     2.24887e+02     1.50000e+02     7.03929e+02     1.58065e+02     1.50000e+02     1.68668e+03     1.11849e+02
   84 7827.0000        2     2.50000e+02    -4.11145e+03    -5.42527e-07     2.50000e+02    -1.88200e+03    -2.48339e-07     1.50000e+02     1.11161e+03     3.20669e+01     1.50000e+02     1.58629e+03     2.23557e+02     1.50000e+02     7.10876e+02     1.55572e+02     1.50000e+02     1.69403e+03     1.10230e+02
   85 7927.0000        2     2.50000e+02    -4.12176e+03    -5.43888e-07     2.50000e+02    -1.88524e+03    -2.48767e-07     1.50000e+02     1.11656e+03     3.15103e+01     1.50000e+02     1.59072e+03     2.22272e+02     1.50000e+02     7.17723e+02     1.53129e+02     1.50000e+02     1.70118e+03     1.08656e+02
   86 8027.0000        2     2.50000e+02    -4.13201e+03    -5.45240e-07     2.50000e+02    -1.88847e+03    -2.49194e-07     1.50000e+02     1.12143e+03     3.09654e+01     1.50000e+02     1.59504e+03     2.21032e+02     1.50000e+02     7.24489e+02     1.50723e+02     1.50000e+02     1.70820e+03     1.07126e+02
   87 8127.0000        2     2.50000e+02    -4.14212e+03    -5.46575e-07     2.50000e+02    -1.89167e+03    -2.49616e-07     1.50000e+02     1.12617e+03     3.04362e+01     1.50000e+02     1.59929e+03     2.19819e+02     1.50000e+02     7.31190e+02     1.48354e+02     1.50000e+02     1.71508e+03     1.05635e+02
   88 8227.0000        2     2.50000e+02    -4.15207e+03    -5.47887e-07     2.50000e+02    -1.89484e+03    -2.50034e-07     1.50000e+02     1.13080e+03     2.99267e+01     1.50000e+02     1.60344e+03     2.18635e+02     1.50000e+02     7.37811e+02     1.46025e+02     1.50000e+02     1.72181e+03     1.04177e+02
   89 8327.0000        3     2.50000e+02    -4.16205e+03    -5.49205e-07     2.50000e+02    -1.89798e+03    -2.50448e-07     1.50000e+02     1.13539e+03     2.94225e+01     1.50000e+02     1.60750e+03     2.17475e+02     1.50000e+02     7.44623e+02     1.43803e+02     1.50000e+02     1.72869e+03     1.02785e+02
   90 8427.0000        3     2.50000e+02    -4.17219e+03    -5.50543e-07     2.50000e+02    -1.90111e+03    -2.50861e-07     1.50000e+02     1.13991e+03     2.89226e+01     1.50000e+02     1.61146e+03     2.16338e+02     1.50000e+02     7.51479e+02     1.41659e+02     1.50000e+02     1.73577e+03     1.01457e+02
   91 8527.0000        2     2.50000e+02    -4.18235e+03    -5.51883e-07     2.50000e+02    -1.90421e+03    -2.51271e-07     1.50000e+02     1.14436e+03     2.84294e+01     1.50000e+02     1.61533e+03     2.15217e+02     1.50000e+02     7.58213e+02     1.39528e+02     1.50000e+02     1.74267e+03     1.00148e+02
   92 8627.0000        3     2.50000e+02    -4.19244e+03    -5.53214e-07     2.50000e+02    -1.90730e+03    -2.51678e-07     1.50000e+02     1.14871e+03     2.79452e+01     1.50000e+02     1.61913e+03     2.14111e+02     1.50000e+02     7.64869e+02     1.37408e+02     1.50000e+02     1.74940e+03     9.88603e+01
   93 8727.0000        2     2.50000e+02    -4.20240e+03    -5.54528e-07     2.50000e+02    -1.91036e+03    -2.52081e-07     1.50000e+02     1.15296e+03     2.74727e+01     1.50000e+02     1.62286e+03     2.13021e+02     1.50000e+02     7.71451e+02     1.35309e+02     1.50000e+02     1.75596e+03     9.76031e+01
   94 8827.0000        2     2.50000e+02    -4.21222e+03    -5.55825e-07     2.50000e+02    -1.91339e+03    -2.52482e-07     1.50000e+02     1.15713e+03     2.70093e+01     1.50000e+02     1.62652e+03     2.11941e+02     1.50000e+02     7.77935e+02     1.33247e+02     1.50000e+02     1.76239e+03     9.63706e+01
   95 8927.0000        2     2.50000e+02    -4.22190e+03    -5.57101e-07     2.50000e+02    -1.91640e+03    -2.52878e-07     1.50000e+02     1.16121e+03     2.65551e+01     1.50000e+02     1.63012e+03     2.10873e+02     1.50000e+02     7.84284e+02     1.31236e+02     1.50000e+02     1.76870e+03     9.51613e+01
   96 9027.0000        3     2.50000e+02    -4.23142e+03    -5.58357e-07     2.50000e+02    -1.91938e+03    -2.53272e-07     1.50000e+02     1.16520e+03     2.61116e+01     1.50000e+02     1.63367e+03     2.09820e+02     1.50000e+02     7.90485e+02     1.29285e+02     1.50000e+02     1.77488e+03     9.39804e+01
   97 9127.0000        3     2.50000e+02    -4.24079e+03    -5.59594e-07     2.50000e+02    -1.92233e+03    -2.53662e-07     1.50000e+02     1.16919e+03     2.56833e+01     1.50000e+02     1.63717e+03     2.08780e+02     1.50000e+02     7.96536e+02     1.27390e+02     1.50000e+02     1.78093e+03     9.28208e+01
   98 9227.0000        3     2.50000e+02    -4.25002e+03    -5.60813e-07     2.50000e+02    -1.92525e+03    -2.54047e-07     1.50000e+02     1.17316e+03     2.52627e+01     1.50000e+02     1.64061e+03     2.07755e+02     1.50000e+02     8.02450e+02     1.25548e+02     1.50000e+02     1.78686e+03     9.16892e+01
   99 9327.0000        3     2.50000e+02    -4.25911e+03    -5.62011e-07     2.50000e+02    -1.92815e+03    -2.54429e-07     1.50000e+02     1.17705e+03     2.48501e+01     1.50000e+02     1.64400e+03     2.06754e+02     1.50000e+02     8.08235e+02     1.23752e+02     1.50000e+02     1.79268e+03     9.05773e+01
  100 9427.0000        3     2.50000e+02    -4.26801e+03    -5.63187e-07     2.50000e+02    -1.93101e+03    -2.54807e-07     1.50000e+02     1.18083e+03     2.44489e+01     1.50000e+02     1.64733e+03     2.05766e+02     1.50000e+02     8.13902e+02     1.22005e+02     1.50000e+02     1.79839e+03     8.94867e+01
  101 9527.0000        3     2.50000e+02    -4.27674e+03    -5.64338e-07     2.50000e+02    -1.93384e+03    -2.55180e-07     1.50000e+02     1.18452e+03     2.40588e+01     1.50000e+02     1.65062e+03     2.04794e+02     1.50000e+02     8.19441e+02     1.20308e+02     1.50000e+02     1.80396e+03     8.84249e+01
  102 9627.0000        3     2.50000e+02    -4.28531e+03    -5.65469e-07     2.50000e+02    -1.93663e+03    -2.55548e-07     1.50000e+02     1.18812e+03     2.36784e+01     1.50000e+02     1.65387e+03     2.03842e+02     1.50000e+02     8.24859e+02     1.18660e+02     1.50000e+02     1.80946e+03     8.73950e+01
  103 9727.0000        2     2.50000e+02    -4.29374e+03    -5.66582e-07     2.50000e+02    -1.93938e+03    -2.55911e-07     1.50000e+02     1.19164e+03     2.33064e+01     1.50000e+02     1.65707e+03     2.02921e+02     1.50000e+02     8.30159e+02     1.17057e+02     1.50000e+02     1.81490e+03     8.63894e+01
  104 9827.0000        3     2.50000e+02    -4.30202e+03    -5.67674e-07     2.50000e+02    -1.94210e+03    -2.56270e-07     1.50000e+02     1.19508e+03     2.29448e+01     1.50000e+02     1.66022e+03     2.02027e+02     1.50000e+02     8.35361e+02     1.15492e+02     1.50000e+02     1.82020e+03     8.54078e+01
  105 9927.0000        3     2.50000e+02    -4.31014e+03    -5.68745e-07     2.50000e+02    -1.94478e+03    -2.56623e-07     1.50000e+02     1.19844e+03     2.25924e+01     1.50000e+02     1.66336e+03     2.01152e+02     1.50000e+02     8.40483e+02     1.13962e+02     1.50000e+02     1.82537e+03     8.44514e+01
  10610000.0000        3     2.50000e+02    -4.31598e+03    -5.69516e-07     2.50000e+02    -1.94671e+03    -2.56878e-07     1.50000e+02     1.20085e+03     2.23403e+01     1.50000e+02     1.66566e+03     2.00525e+02     1.50000e+02     8.44187e+02     1.12871e+02     1.50000e+02     1.82908e+03     8.37661e+01
