PVDO
2325.104178	1.333	0.98
2725.118982	1.295	1
3125.133786	1.265	1.03
3525.14859	1.2	1.06
3925.163394	1.135	1.08
4325.178198	1.1	1.11
4725.193002	1.09	1.14
5725.084974	1.07	1.17
5812.107774	1.062	1.2
/
