    TS       Day   Newton        INJ1:BHP        INJ1:WIR        INJ1:OIR        INJ2:BHP        INJ2:WIR        INJ2:OIR        PRD1:BHP        PRD1:WPR        PRD1:OPR        PRD2:BHP        PRD2:WPR        PRD2:OPR        PRD3:BHP        PRD3:WPR        PRD3:OPR        PRD4:BHP        PRD4:WPR        PRD4:OPR
  160 4681.0000        2     2.50000e+02    -1.97775e+03    -2.60975e-07     2.50000e+02    -7.41344e+02    -9.78242e-08     1.50000e+02     6.20439e-03     1.43809e+02     1.50000e+02     2.01255e+00     4.77630e+02     1.50000e+02     2.55203e+02     3.67860e+02     1.50000e+02     3.10013e+02     1.96681e+02
  161 4711.0000        2     2.50000e+02    -1.97776e+03    -2.60976e-07     2.50000e+02    -7.41536e+02    -9.78495e-08     1.50000e+02     6.24823e-03     1.43869e+02     1.50000e+02     2.16540e+00     4.77364e+02     1.50000e+02     2.61336e+02     3.65002e+02     1.50000e+02     3.13368e+02     1.95414e+02
  162 4741.0000        2     2.50000e+02    -1.97783e+03    -2.60985e-07     2.50000e+02    -7.41735e+02    -9.78758e-08     1.50000e+02     6.29394e-03     1.43926e+02     1.50000e+02     2.32739e+00     4.77088e+02     1.50000e+02     2.67196e+02     3.62252e+02     1.50000e+02     3.16669e+02     1.94166e+02
  163 4771.0000        2     2.50000e+02    -1.97796e+03    -2.61002e-07     2.50000e+02    -7.41943e+02    -9.79032e-08     1.50000e+02     6.34156e-03     1.43981e+02     1.50000e+02     2.49892e+00     4.76828e+02     1.50000e+02     2.72804e+02     3.59603e+02     1.50000e+02     3.19918e+02     1.92934e+02
  164 4801.0000        2     2.50000e+02    -1.97814e+03    -2.61025e-07     2.50000e+02    -7.42157e+02    -9.79315e-08     1.50000e+02     6.39115e-03     1.44035e+02     1.50000e+02     2.67999e+00     4.76533e+02     1.50000e+02     2.78176e+02     3.57051e+02     1.50000e+02     3.23115e+02     1.91717e+02
  165 4831.0000        2     2.50000e+02    -1.97835e+03    -2.61054e-07     2.50000e+02    -7.42373e+02    -9.79600e-08     1.50000e+02     6.44277e-03     1.44085e+02     1.50000e+02     2.87077e+00     4.76186e+02     1.50000e+02     2.83340e+02     3.54609e+02     1.50000e+02     3.26260e+02     1.90514e+02
  166 4861.0000        2     2.50000e+02    -1.97859e+03    -2.61086e-07     2.50000e+02    -7.42587e+02    -9.79882e-08     1.50000e+02     6.49648e-03     1.44134e+02     1.50000e+02     3.07145e+00     4.75782e+02     1.50000e+02     2.88305e+02     3.52264e+02     1.50000e+02     3.29357e+02     1.89324e+02
  167 4891.0000        2     2.50000e+02    -1.97888e+03    -2.61123e-07     2.50000e+02    -7.42796e+02    -9.80158e-08     1.50000e+02     6.55232e-03     1.44181e+02     1.50000e+02     3.28229e+00     4.75318e+02     1.50000e+02     2.93078e+02     3.50005e+02     1.50000e+02     3.32776e+02     1.88220e+02
  168 4921.0000        2     2.50000e+02    -1.97922e+03    -2.61168e-07     2.50000e+02    -7.42999e+02    -9.80426e-08     1.50000e+02     6.61036e-03     1.44225e+02     1.50000e+02     3.50801e+00     4.74855e+02     1.50000e+02     2.97676e+02     3.47830e+02     1.50000e+02     3.36253e+02     1.87159e+02
  169 4951.0000        2     2.50000e+02    -1.97962e+03    -2.61222e-07     2.50000e+02    -7.43208e+02    -9.80701e-08     1.50000e+02     6.67065e-03     1.44267e+02     1.50000e+02     3.75199e+00     4.74365e+02     1.50000e+02     3.02111e+02     3.45741e+02     1.50000e+02     3.39676e+02     1.86113e+02
  170 4981.0000        2     2.50000e+02    -1.98009e+03    -2.61284e-07     2.50000e+02    -7.43417e+02    -9.80978e-08     1.50000e+02     6.73326e-03     1.44307e+02     1.50000e+02     4.01454e+00     4.73797e+02     1.50000e+02     3.06390e+02     3.43728e+02     1.50000e+02     3.43039e+02     1.85078e+02
  171 5011.0000        2     2.50000e+02    -1.98062e+03    -2.61353e-07     2.50000e+02    -7.43635e+02    -9.81265e-08     1.50000e+02     6.79824e-03     1.44347e+02     1.50000e+02     4.29908e+00     4.73280e+02     1.50000e+02     3.10520e+02     3.41784e+02     1.50000e+02     3.46348e+02     1.84052e+02
  172 5041.0000        2     2.50000e+02    -1.98118e+03    -2.61427e-07     2.50000e+02    -7.43872e+02    -9.81578e-08     1.50000e+02     6.86567e-03     1.44387e+02     1.50000e+02     4.60695e+00     4.72758e+02     1.50000e+02     3.14508e+02     3.39901e+02     1.50000e+02     3.49607e+02     1.83035e+02
  173 5071.0000        2     2.50000e+02    -1.98178e+03    -2.61506e-07     2.50000e+02    -7.44126e+02    -9.81912e-08     1.50000e+02     6.93559e-03     1.44425e+02     1.50000e+02     4.93861e+00     4.72174e+02     1.50000e+02     3.18362e+02     3.38075e+02     1.50000e+02     3.52824e+02     1.82026e+02
  174 5101.0000        2     2.50000e+02    -1.98241e+03    -2.61589e-07     2.50000e+02    -7.44389e+02    -9.82260e-08     1.50000e+02     7.00809e-03     1.44465e+02     1.50000e+02     5.29486e+00     4.71517e+02     1.50000e+02     3.22091e+02     3.36299e+02     1.50000e+02     3.56002e+02     1.81025e+02
  175 5131.0000        2     2.50000e+02    -1.98306e+03    -2.61676e-07     2.50000e+02    -7.44661e+02    -9.82619e-08     1.50000e+02     7.08325e-03     1.44507e+02     1.50000e+02     5.67691e+00     4.70802e+02     1.50000e+02     3.25916e+02     3.34614e+02     1.50000e+02     3.59141e+02     1.80032e+02
  176 5161.0000        2     2.50000e+02    -1.98374e+03    -2.61765e-07     2.50000e+02    -7.44943e+02    -9.82991e-08     1.50000e+02     7.16112e-03     1.44550e+02     1.50000e+02     6.08615e+00     4.70053e+02     1.50000e+02     3.29822e+02     3.33011e+02     1.50000e+02     3.62242e+02     1.79044e+02
  177 5191.0000        2     2.50000e+02    -1.98445e+03    -2.61859e-07     2.50000e+02    -7.45236e+02    -9.83378e-08     1.50000e+02     7.24178e-03     1.44596e+02     1.50000e+02     6.53696e+00     4.69411e+02     1.50000e+02     3.33549e+02     3.31434e+02     1.50000e+02     3.65308e+02     1.78064e+02
  178 5221.0000        2     2.50000e+02    -1.98519e+03    -2.61956e-07     2.50000e+02    -7.45536e+02    -9.83774e-08     1.50000e+02     7.32530e-03     1.44643e+02     1.50000e+02     7.02983e+00     4.68695e+02     1.50000e+02     3.37124e+02     3.29887e+02     1.50000e+02     3.68340e+02     1.77090e+02
  179 5251.0000        2     2.50000e+02    -1.98596e+03    -2.62057e-07     2.50000e+02    -7.45835e+02    -9.84168e-08     1.50000e+02     7.41172e-03     1.44692e+02     1.50000e+02     7.56542e+00     4.67855e+02     1.50000e+02     3.40563e+02     3.28373e+02     1.50000e+02     3.71338e+02     1.76123e+02
  180 5281.0000        2     2.50000e+02    -1.98674e+03    -2.62161e-07     2.50000e+02    -7.46130e+02    -9.84557e-08     1.50000e+02     7.50113e-03     1.44741e+02     1.50000e+02     8.14523e+00     4.66897e+02     1.50000e+02     3.43880e+02     3.26888e+02     1.50000e+02     3.74304e+02     1.75162e+02
  181 5311.0000        2     2.50000e+02    -1.98754e+03    -2.62266e-07     2.50000e+02    -7.46421e+02    -9.84941e-08     1.50000e+02     7.59359e-03     1.44792e+02     1.50000e+02     8.77142e+00     4.65852e+02     1.50000e+02     3.47093e+02     3.25441e+02     1.50000e+02     3.77241e+02     1.74207e+02
  182 5341.0000        2     2.50000e+02    -1.98835e+03    -2.62373e-07     2.50000e+02    -7.46708e+02    -9.85320e-08     1.50000e+02     7.68917e-03     1.44845e+02     1.50000e+02     1.03712e+01     4.64640e+02     1.50000e+02     3.50229e+02     3.24058e+02     1.50000e+02     3.80149e+02     1.73257e+02
  183 5371.0000        2     2.50000e+02    -1.98917e+03    -2.62481e-07     2.50000e+02    -7.46989e+02    -9.85691e-08     1.50000e+02     7.78794e-03     1.44899e+02     1.50000e+02     1.23241e+01     4.63231e+02     1.50000e+02     3.53275e+02     3.22717e+02     1.50000e+02     3.83030e+02     1.72313e+02
  184 5401.0000        2     2.50000e+02    -1.99001e+03    -2.62592e-07     2.50000e+02    -7.47265e+02    -9.86055e-08     1.50000e+02     7.88999e-03     1.44953e+02     1.50000e+02     1.43922e+01     4.61747e+02     1.50000e+02     3.56235e+02     3.21409e+02     1.50000e+02     3.85887e+02     1.71374e+02
  185 5431.0000        2     2.50000e+02    -1.99085e+03    -2.62704e-07     2.50000e+02    -7.47537e+02    -9.86414e-08     1.50000e+02     7.99539e-03     1.45009e+02     1.50000e+02     1.65874e+01     4.60168e+02     1.50000e+02     3.59134e+02     3.20139e+02     1.50000e+02     3.88745e+02     1.70443e+02
  186 5461.0000        2     2.50000e+02    -1.99172e+03    -2.62817e-07     2.50000e+02    -7.47803e+02    -9.86765e-08     1.50000e+02     8.10424e-03     1.45066e+02     1.50000e+02     1.89064e+01     4.58423e+02     1.50000e+02     3.61983e+02     3.18909e+02     1.50000e+02     3.91591e+02     1.69514e+02
  187 5491.0000        2     2.50000e+02    -1.99260e+03    -2.62934e-07     2.50000e+02    -7.48065e+02    -9.87111e-08     1.50000e+02     8.21662e-03     1.45124e+02     1.50000e+02     2.13532e+01     4.56555e+02     1.50000e+02     3.64776e+02     3.17712e+02     1.50000e+02     3.94421e+02     1.68586e+02
  188 5521.0000        2     2.50000e+02    -1.99349e+03    -2.63052e-07     2.50000e+02    -7.48321e+02    -9.87448e-08     1.50000e+02     8.33261e-03     1.45183e+02     1.50000e+02     2.39271e+01     4.54555e+02     1.50000e+02     3.67511e+02     3.16544e+02     1.50000e+02     3.97236e+02     1.67660e+02
  189 5551.0000        2     2.50000e+02    -1.99440e+03    -2.63171e-07     2.50000e+02    -7.48568e+02    -9.87774e-08     1.50000e+02     8.45230e-03     1.45242e+02     1.50000e+02     2.66268e+01     4.52426e+02     1.50000e+02     3.70188e+02     3.15400e+02     1.50000e+02     4.00035e+02     1.66736e+02
  190 5581.0000        2     2.50000e+02    -1.99532e+03    -2.63292e-07     2.50000e+02    -7.48803e+02    -9.88085e-08     1.50000e+02     8.57580e-03     1.45304e+02     1.50000e+02     2.94507e+01     4.50165e+02     1.50000e+02     3.72819e+02     3.14282e+02     1.50000e+02     4.02817e+02     1.65815e+02
  191 5611.0000        2     2.50000e+02    -1.99624e+03    -2.63414e-07     2.50000e+02    -7.49024e+02    -9.88376e-08     1.50000e+02     8.70319e-03     1.45367e+02     1.50000e+02     3.23978e+01     4.47780e+02     1.50000e+02     3.75402e+02     3.13184e+02     1.50000e+02     4.05583e+02     1.64896e+02
  192 5641.0000        2     2.50000e+02    -1.99716e+03    -2.63535e-07     2.50000e+02    -7.49231e+02    -9.88650e-08     1.50000e+02     8.83459e-03     1.45432e+02     1.50000e+02     3.55115e+01     4.45420e+02     1.50000e+02     3.77937e+02     3.12103e+02     1.50000e+02     4.08334e+02     1.63979e+02
  193 5671.0000        2     2.50000e+02    -1.99807e+03    -2.63656e-07     2.50000e+02    -7.49427e+02    -9.88908e-08     1.50000e+02     8.97009e-03     1.45499e+02     1.50000e+02     3.87779e+01     4.42910e+02     1.50000e+02     3.80427e+02     3.11037e+02     1.50000e+02     4.11068e+02     1.63066e+02
  194 5701.0000        2     2.50000e+02    -1.99897e+03    -2.63775e-07     2.50000e+02    -7.49615e+02    -9.89156e-08     1.50000e+02     9.10986e-03     1.45568e+02     1.50000e+02     4.40684e+01     4.40112e+02     1.50000e+02     3.82873e+02     3.09985e+02     1.50000e+02     4.13787e+02     1.62156e+02
  195 5731.0000        2     2.50000e+02    -1.99986e+03    -2.63892e-07     2.50000e+02    -7.49801e+02    -9.89401e-08     1.50000e+02     9.25405e-03     1.45639e+02     1.50000e+02     4.97293e+01     4.37045e+02     1.50000e+02     3.85279e+02     3.08946e+02     1.50000e+02     4.16491e+02     1.61249e+02
  196 5761.0000        2     2.50000e+02    -2.00075e+03    -2.64009e-07     2.50000e+02    -7.49993e+02    -9.89654e-08     1.50000e+02     9.40286e-03     1.45714e+02     1.50000e+02     5.54622e+01     4.33838e+02     1.50000e+02     3.87669e+02     3.07949e+02     1.50000e+02     4.19180e+02     1.60347e+02
  197 5791.0000        2     2.50000e+02    -2.00165e+03    -2.64128e-07     2.50000e+02    -7.50198e+02    -9.89925e-08     1.50000e+02     9.55645e-03     1.45792e+02     1.50000e+02     6.12579e+01     4.30532e+02     1.50000e+02     3.90029e+02     3.06982e+02     1.50000e+02     4.21855e+02     1.59448e+02
  198 5821.0000        2     2.50000e+02    -2.00255e+03    -2.64248e-07     2.50000e+02    -7.50414e+02    -9.90211e-08     1.50000e+02     9.71495e-03     1.45872e+02     1.50000e+02     6.71054e+01     4.27149e+02     1.50000e+02     3.92351e+02     3.06034e+02     1.50000e+02     4.24515e+02     1.58553e+02
  199 5851.0000        2     2.50000e+02    -2.00347e+03    -2.64368e-07     2.50000e+02    -7.50644e+02    -9.90514e-08     1.50000e+02     9.87851e-03     1.45954e+02     1.50000e+02     7.29982e+01     4.23721e+02     1.50000e+02     3.94635e+02     3.05100e+02     1.50000e+02     4.27159e+02     1.57663e+02
  200 5881.0000        2     2.50000e+02    -2.00439e+03    -2.64490e-07     2.50000e+02    -7.50885e+02    -9.90831e-08     1.50000e+02     1.00473e-02     1.46037e+02     1.50000e+02     7.89272e+01     4.20260e+02     1.50000e+02     3.96884e+02     3.04179e+02     1.50000e+02     4.29787e+02     1.56776e+02
  201 5911.0000        2     2.50000e+02    -2.00531e+03    -2.64611e-07     2.50000e+02    -7.51134e+02    -9.91160e-08     1.50000e+02     1.02214e-02     1.46120e+02     1.50000e+02     8.49097e+01     4.16822e+02     1.50000e+02     3.99100e+02     3.03268e+02     1.50000e+02     4.32423e+02     1.55896e+02
  202 5941.0000        2     2.50000e+02    -2.00623e+03    -2.64733e-07     2.50000e+02    -7.51396e+02    -9.91506e-08     1.50000e+02     1.04010e-02     1.46204e+02     1.50000e+02     9.09475e+01     4.13395e+02     1.50000e+02     4.01284e+02     3.02365e+02     1.50000e+02     4.35065e+02     1.55020e+02
  203 5971.0000        2     2.50000e+02    -2.00716e+03    -2.64855e-07     2.50000e+02    -7.51672e+02    -9.91870e-08     1.50000e+02     1.05862e-02     1.46287e+02     1.50000e+02     9.70149e+01     4.09932e+02     1.50000e+02     4.03439e+02     3.01470e+02     1.50000e+02     4.37706e+02     1.54146e+02
  204 6001.0000        2     2.50000e+02    -2.00808e+03    -2.64977e-07     2.50000e+02    -7.51958e+02    -9.92247e-08     1.50000e+02     1.07773e-02     1.46370e+02     1.50000e+02     1.04064e+02     4.06462e+02     1.50000e+02     4.05566e+02     3.00581e+02     1.50000e+02     4.40338e+02     1.53274e+02
  205 6031.0000        2     2.50000e+02    -2.00901e+03    -2.65099e-07     2.50000e+02    -7.52255e+02    -9.92639e-08     1.50000e+02     1.09743e-02     1.46451e+02     1.50000e+02     1.11472e+02     4.02934e+02     1.50000e+02     4.07670e+02     2.99698e+02     1.50000e+02     4.42959e+02     1.52404e+02
  206 6061.0000        2     2.50000e+02    -2.00994e+03    -2.65222e-07     2.50000e+02    -7.52564e+02    -9.93048e-08     1.50000e+02     1.11774e-02     1.46531e+02     1.50000e+02     1.18730e+02     3.99374e+02     1.50000e+02     4.09809e+02     2.98812e+02     1.50000e+02     4.45568e+02     1.51537e+02
  207 6091.0000        2     2.50000e+02    -2.01087e+03    -2.65345e-07     2.50000e+02    -7.52888e+02    -9.93475e-08     1.50000e+02     1.13867e-02     1.46609e+02     1.50000e+02     1.25845e+02     3.95830e+02     1.50000e+02     4.11963e+02     2.97912e+02     1.50000e+02     4.48163e+02     1.50673e+02
  208 6121.0000        2     2.50000e+02    -2.01180e+03    -2.65468e-07     2.50000e+02    -7.53226e+02    -9.93921e-08     1.50000e+02     1.16025e-02     1.46685e+02     1.50000e+02     1.32826e+02     3.92330e+02     1.50000e+02     4.14131e+02     2.96998e+02     1.50000e+02     4.50743e+02     1.49812e+02
  209 6151.0000        2     2.50000e+02    -2.01274e+03    -2.65592e-07     2.50000e+02    -7.53578e+02    -9.94385e-08     1.50000e+02     1.18247e-02     1.46757e+02     1.50000e+02     1.39666e+02     3.88870e+02     1.50000e+02     4.16311e+02     2.96070e+02     1.50000e+02     4.53421e+02     1.48983e+02
  210 6181.0000        2     2.50000e+02    -2.01371e+03    -2.65719e-07     2.50000e+02    -7.53942e+02    -9.94866e-08     1.50000e+02     1.20536e-02     1.46827e+02     1.50000e+02     1.46363e+02     3.85457e+02     1.50000e+02     4.18502e+02     2.95131e+02     1.50000e+02     4.56273e+02     1.48208e+02
  211 6211.0000        2     2.50000e+02    -2.01471e+03    -2.65852e-07     2.50000e+02    -7.54318e+02    -9.95362e-08     1.50000e+02     1.22894e-02     1.46893e+02     1.50000e+02     1.52916e+02     3.82096e+02     1.50000e+02     4.20725e+02     2.94205e+02     1.50000e+02     4.59082e+02     1.47435e+02
  212 6241.0000        2     2.50000e+02    -2.01576e+03    -2.65990e-07     2.50000e+02    -7.54706e+02    -9.95873e-08     1.50000e+02     1.25321e-02     1.46956e+02     1.50000e+02     1.59325e+02     3.78795e+02     1.50000e+02     4.22981e+02     2.93305e+02     1.50000e+02     4.61854e+02     1.46668e+02
  213 6271.0000        2     2.50000e+02    -2.01684e+03    -2.66133e-07     2.50000e+02    -7.55107e+02    -9.96403e-08     1.50000e+02     1.27820e-02     1.47015e+02     1.50000e+02     1.65592e+02     3.75556e+02     1.50000e+02     4.25243e+02     2.92412e+02     1.50000e+02     4.64592e+02     1.45905e+02
  214 6301.0000        2     2.50000e+02    -2.01797e+03    -2.66281e-07     2.50000e+02    -7.55522e+02    -9.96950e-08     1.50000e+02     1.30393e-02     1.47073e+02     1.50000e+02     1.71734e+02     3.72395e+02     1.50000e+02     4.27511e+02     2.91520e+02     1.50000e+02     4.67298e+02     1.45147e+02
  215 6331.0000        2     2.50000e+02    -2.01913e+03    -2.66434e-07     2.50000e+02    -7.55951e+02    -9.97517e-08     1.50000e+02     1.33042e-02     1.47131e+02     1.50000e+02     1.77794e+02     3.69337e+02     1.50000e+02     4.29785e+02     2.90628e+02     1.50000e+02     4.69973e+02     1.44394e+02
  216 6361.0000        2     2.50000e+02    -2.02032e+03    -2.66592e-07     2.50000e+02    -7.56396e+02    -9.98104e-08     1.50000e+02     1.35769e-02     1.47187e+02     1.50000e+02     1.83736e+02     3.66320e+02     1.50000e+02     4.32062e+02     2.89731e+02     1.50000e+02     4.72618e+02     1.43645e+02
  217 6391.0000        2     2.50000e+02    -2.02156e+03    -2.66755e-07     2.50000e+02    -7.56860e+02    -9.98717e-08     1.50000e+02     1.38577e-02     1.47241e+02     1.50000e+02     1.90777e+02     3.63355e+02     1.50000e+02     4.34342e+02     2.88828e+02     1.50000e+02     4.75235e+02     1.42901e+02
  218 6421.0000        2     2.50000e+02    -2.02283e+03    -2.66922e-07     2.50000e+02    -7.57345e+02    -9.99356e-08     1.50000e+02     1.41467e-02     1.47295e+02     1.50000e+02     1.97615e+02     3.60390e+02     1.50000e+02     4.36623e+02     2.87917e+02     1.50000e+02     4.77829e+02     1.42163e+02
  219 6451.0000        2     2.50000e+02    -2.02412e+03    -2.67093e-07     2.50000e+02    -7.57849e+02    -1.00002e-07     1.50000e+02     1.44441e-02     1.47346e+02     1.50000e+02     2.04155e+02     3.57475e+02     1.50000e+02     4.38906e+02     2.86996e+02     1.50000e+02     4.80400e+02     1.41430e+02
  220 6481.0000        2     2.50000e+02    -2.02544e+03    -2.67267e-07     2.50000e+02    -7.58375e+02    -1.00071e-07     1.50000e+02     1.47501e-02     1.47394e+02     1.50000e+02     2.10431e+02     3.54641e+02     1.50000e+02     4.41190e+02     2.86065e+02     1.50000e+02     4.82967e+02     1.40703e+02
  221 6511.0000        2     2.50000e+02    -2.02678e+03    -2.67444e-07     2.50000e+02    -7.58919e+02    -1.00143e-07     1.50000e+02     1.50648e-02     1.47438e+02     1.50000e+02     2.16464e+02     3.51903e+02     1.50000e+02     4.43509e+02     2.85120e+02     1.50000e+02     4.85516e+02     1.39981e+02
  222 6541.0000        2     2.50000e+02    -2.02813e+03    -2.67623e-07     2.50000e+02    -7.59483e+02    -1.00218e-07     1.50000e+02     1.53883e-02     1.47479e+02     1.50000e+02     2.22264e+02     3.49254e+02     1.50000e+02     4.45922e+02     2.84151e+02     1.50000e+02     4.88045e+02     1.39262e+02
  223 6571.0000        2     2.50000e+02    -2.02950e+03    -2.67803e-07     2.50000e+02    -7.60063e+02    -1.00294e-07     1.50000e+02     1.57209e-02     1.47517e+02     1.50000e+02     2.27843e+02     3.46687e+02     1.50000e+02     4.48393e+02     2.83141e+02     1.50000e+02     4.90552e+02     1.38546e+02
  224 6601.0000        2     2.50000e+02    -2.03089e+03    -2.67986e-07     2.50000e+02    -7.60656e+02    -1.00373e-07     1.50000e+02     1.60628e-02     1.47550e+02     1.50000e+02     2.33216e+02     3.44201e+02     1.50000e+02     4.50917e+02     2.82092e+02     1.50000e+02     4.93038e+02     1.37834e+02
  225 6631.0000        2     2.50000e+02    -2.03229e+03    -2.68171e-07     2.50000e+02    -7.61259e+02    -1.00452e-07     1.50000e+02     1.64142e-02     1.47581e+02     1.50000e+02     2.38397e+02     3.41793e+02     1.50000e+02     4.53489e+02     2.81010e+02     1.50000e+02     4.95503e+02     1.37126e+02
  226 6661.0000        2     2.50000e+02    -2.03371e+03    -2.68358e-07     2.50000e+02    -7.61870e+02    -1.00533e-07     1.50000e+02     1.67752e-02     1.47608e+02     1.50000e+02     2.43400e+02     3.39460e+02     1.50000e+02     4.56106e+02     2.79898e+02     1.50000e+02     4.97946e+02     1.36421e+02
  227 6691.0000        2     2.50000e+02    -2.03514e+03    -2.68547e-07     2.50000e+02    -7.62491e+02    -1.00615e-07     1.50000e+02     1.71462e-02     1.47632e+02     1.50000e+02     2.48238e+02     3.37201e+02     1.50000e+02     4.58764e+02     2.78761e+02     1.50000e+02     5.00367e+02     1.35721e+02
  228 6721.0000        2     2.50000e+02    -2.03658e+03    -2.68738e-07     2.50000e+02    -7.63118e+02    -1.00697e-07     1.50000e+02     1.75273e-02     1.47653e+02     1.50000e+02     2.52922e+02     3.35014e+02     1.50000e+02     4.61457e+02     2.77600e+02     1.50000e+02     5.02766e+02     1.35024e+02
  229 6751.0000        2     2.50000e+02    -2.03804e+03    -2.68930e-07     2.50000e+02    -7.63751e+02    -1.00781e-07     1.50000e+02     1.79187e-02     1.47672e+02     1.50000e+02     2.57461e+02     3.32894e+02     1.50000e+02     4.64180e+02     2.76416e+02     1.50000e+02     5.05143e+02     1.34332e+02
  230 6781.0000        2     2.50000e+02    -2.03951e+03    -2.69123e-07     2.50000e+02    -7.64387e+02    -1.00865e-07     1.50000e+02     1.83207e-02     1.47688e+02     1.50000e+02     2.61871e+02     3.30839e+02     1.50000e+02     4.66938e+02     2.75218e+02     1.50000e+02     5.07498e+02     1.33645e+02
  231 6811.0000        2     2.50000e+02    -2.04099e+03    -2.69319e-07     2.50000e+02    -7.65028e+02    -1.00949e-07     1.50000e+02     1.87335e-02     1.47702e+02     1.50000e+02     2.66159e+02     3.28846e+02     1.50000e+02     4.69938e+02     2.74047e+02     1.50000e+02     5.09832e+02     1.32962e+02
  232 6841.0000        2     2.50000e+02    -2.04249e+03    -2.69518e-07     2.50000e+02    -7.65674e+02    -1.01035e-07     1.50000e+02     1.91573e-02     1.47713e+02     1.50000e+02     2.70331e+02     3.26908e+02     1.50000e+02     4.73140e+02     2.72893e+02     1.50000e+02     5.12142e+02     1.32283e+02
  233 6871.0000        2     2.50000e+02    -2.04402e+03    -2.69719e-07     2.50000e+02    -7.66324e+02    -1.01120e-07     1.50000e+02     1.95925e-02     1.47724e+02     1.50000e+02     2.74393e+02     3.25021e+02     1.50000e+02     4.76303e+02     2.71719e+02     1.50000e+02     5.14429e+02     1.31609e+02
  234 6901.0000        2     2.50000e+02    -2.04556e+03    -2.69923e-07     2.50000e+02    -7.66979e+02    -1.01207e-07     1.50000e+02     2.00395e-02     1.47735e+02     1.50000e+02     2.78351e+02     3.23181e+02     1.50000e+02     4.79442e+02     2.70530e+02     1.50000e+02     5.16693e+02     1.30940e+02
  235 6931.0000        2     2.50000e+02    -2.04713e+03    -2.70129e-07     2.50000e+02    -7.67639e+02    -1.01294e-07     1.50000e+02     2.04985e-02     1.47746e+02     1.50000e+02     2.82211e+02     3.21388e+02     1.50000e+02     4.82626e+02     2.69330e+02     1.50000e+02     5.18933e+02     1.30275e+02
  236 6961.0000        2     2.50000e+02    -2.04871e+03    -2.70338e-07     2.50000e+02    -7.68305e+02    -1.01382e-07     1.50000e+02     2.09699e-02     1.47757e+02     1.50000e+02     2.86004e+02     3.19665e+02     1.50000e+02     4.85851e+02     2.68106e+02     1.50000e+02     5.21150e+02     1.29615e+02
  237 6991.0000        2     2.50000e+02    -2.05031e+03    -2.70549e-07     2.50000e+02    -7.68983e+02    -1.01471e-07     1.50000e+02     2.14537e-02     1.47768e+02     1.50000e+02     2.89761e+02     3.18015e+02     1.50000e+02     4.89103e+02     2.66854e+02     1.50000e+02     5.23343e+02     1.28960e+02
  238 7021.0000        2     2.50000e+02    -2.05192e+03    -2.70761e-07     2.50000e+02    -7.69672e+02    -1.01562e-07     1.50000e+02     2.19502e-02     1.47779e+02     1.50000e+02     2.93443e+02     3.16399e+02     1.50000e+02     4.92377e+02     2.65578e+02     1.50000e+02     5.25514e+02     1.28310e+02
  239 7051.0000        2     2.50000e+02    -2.05354e+03    -2.70975e-07     2.50000e+02    -7.70367e+02    -1.01654e-07     1.50000e+02     2.24598e-02     1.47788e+02     1.50000e+02     2.97049e+02     3.14811e+02     1.50000e+02     4.95670e+02     2.64283e+02     1.50000e+02     5.27661e+02     1.27664e+02
  240 7081.0000        2     2.50000e+02    -2.05517e+03    -2.71191e-07     2.50000e+02    -7.71066e+02    -1.01746e-07     1.50000e+02     2.29825e-02     1.47796e+02     1.50000e+02     3.00658e+02     3.13260e+02     1.50000e+02     4.98980e+02     2.62975e+02     1.50000e+02     5.29785e+02     1.27023e+02
  241 7111.0000        2     2.50000e+02    -2.05681e+03    -2.71407e-07     2.50000e+02    -7.71796e+02    -1.01843e-07     1.50000e+02     2.35189e-02     1.47803e+02     1.50000e+02     3.04496e+02     3.11772e+02     1.50000e+02     5.02299e+02     2.61656e+02     1.50000e+02     5.31887e+02     1.26387e+02
  242 7141.0000        2     2.50000e+02    -2.05846e+03    -2.71624e-07     2.50000e+02    -7.72557e+02    -1.01943e-07     1.50000e+02     2.40693e-02     1.47810e+02     1.50000e+02     3.08189e+02     3.10291e+02     1.50000e+02     5.05624e+02     2.60328e+02     1.50000e+02     5.33966e+02     1.25755e+02
  243 7171.0000        2     2.50000e+02    -2.06011e+03    -2.71842e-07     2.50000e+02    -7.73321e+02    -1.02044e-07     1.50000e+02     2.46340e-02     1.47816e+02     1.50000e+02     3.11764e+02     3.08829e+02     1.50000e+02     5.08957e+02     2.58996e+02     1.50000e+02     5.36023e+02     1.25128e+02
  244 7201.0000        2     2.50000e+02    -2.06177e+03    -2.72061e-07     2.50000e+02    -7.74090e+02    -1.02145e-07     1.50000e+02     2.52133e-02     1.47819e+02     1.50000e+02     3.15236e+02     3.07393e+02     1.50000e+02     5.12297e+02     2.57661e+02     1.50000e+02     5.38079e+02     1.24508e+02
  245 7231.0000        2     2.50000e+02    -2.06343e+03    -2.72280e-07     2.50000e+02    -7.74864e+02    -1.02247e-07     1.50000e+02     2.58075e-02     1.47821e+02     1.50000e+02     3.18617e+02     3.05985e+02     1.50000e+02     5.15645e+02     2.56325e+02     1.50000e+02     5.40120e+02     1.23892e+02
