    TS       Day   Newton        INJ1:BHP        INJ1:WIR        INJ1:OIR        INJ2:BHP        INJ2:WIR        INJ2:OIR        PRD1:BHP        PRD1:WPR        PRD1:OPR        PRD2:BHP        PRD2:WPR        PRD2:OPR        PRD3:BHP        PRD3:WPR        PRD3:OPR        PRD4:BHP        PRD4:WPR        PRD4:OPR
   74 2101.0000        2     2.50000e+02    -2.08934e+03    -2.75700e-07     2.50000e+02    -6.95180e+02    -9.17326e-08     1.50000e+02     5.42286e-03     1.33218e+02     1.50000e+02     2.70546e-02     4.57226e+02     1.50000e+02     2.61207e-02     5.08507e+02     1.50000e+02     3.01830e-01     3.97991e+02
   75 2131.0000        2     2.50000e+02    -2.08901e+03    -2.75656e-07     2.50000e+02    -6.96802e+02    -9.19466e-08     1.50000e+02     5.42241e-03     1.33472e+02     1.50000e+02     2.70845e-02     4.58068e+02     1.50000e+02     2.63412e-02     5.09007e+02     1.50000e+02     3.53859e-01     3.98552e+02
   76 2161.0000        2     2.50000e+02    -2.08855e+03    -2.75595e-07     2.50000e+02    -6.98390e+02    -9.21562e-08     1.50000e+02     5.42191e-03     1.33719e+02     1.50000e+02     2.71158e-02     4.58896e+02     1.50000e+02     2.66105e-02     5.09454e+02     1.50000e+02     4.14894e-01     3.99034e+02
   77 2191.0000        2     2.50000e+02    -2.08805e+03    -2.75529e-07     2.50000e+02    -6.99940e+02    -9.23608e-08     1.50000e+02     5.42135e-03     1.33960e+02     1.50000e+02     2.71487e-02     4.59704e+02     1.50000e+02     2.69402e-02     5.09930e+02     1.50000e+02     4.85408e-01     3.99430e+02
   78 2221.0000        2     2.50000e+02    -2.08758e+03    -2.75467e-07     2.50000e+02    -7.01421e+02    -9.25562e-08     1.50000e+02     5.42075e-03     1.34195e+02     1.50000e+02     2.71834e-02     4.60487e+02     1.50000e+02     2.73409e-02     5.10428e+02     1.50000e+02     5.67140e-01     3.99743e+02
   79 2251.0000        2     2.50000e+02    -2.08714e+03    -2.75409e-07     2.50000e+02    -7.02839e+02    -9.27432e-08     1.50000e+02     5.42011e-03     1.34424e+02     1.50000e+02     2.72203e-02     4.61244e+02     1.50000e+02     2.78239e-02     5.10923e+02     1.50000e+02     6.62552e-01     3.99991e+02
   80 2281.0000        2     2.50000e+02    -2.08665e+03    -2.75344e-07     2.50000e+02    -7.04254e+02    -9.29299e-08     1.50000e+02     5.41943e-03     1.34647e+02     1.50000e+02     2.72606e-02     4.61994e+02     1.50000e+02     2.84019e-02     5.11394e+02     1.50000e+02     7.72276e-01     4.00141e+02
   81 2311.0000        2     2.50000e+02    -2.08610e+03    -2.75272e-07     2.50000e+02    -7.05663e+02    -9.31158e-08     1.50000e+02     5.41873e-03     1.34864e+02     1.50000e+02     2.73052e-02     4.62737e+02     1.50000e+02     2.90889e-02     5.11829e+02     1.50000e+02     8.96983e-01     4.00188e+02
   82 2341.0000        2     2.50000e+02    -2.08554e+03    -2.75198e-07     2.50000e+02    -7.07055e+02    -9.32995e-08     1.50000e+02     5.41800e-03     1.35074e+02     1.50000e+02     2.73543e-02     4.63467e+02     1.50000e+02     2.99015e-02     5.12234e+02     1.50000e+02     1.04364e+00     4.00160e+02
   83 2371.0000        2     2.50000e+02    -2.08499e+03    -2.75126e-07     2.50000e+02    -7.08401e+02    -9.34772e-08     1.50000e+02     5.41725e-03     1.35278e+02     1.50000e+02     2.74082e-02     4.64176e+02     1.50000e+02     3.08614e-02     5.12690e+02     1.50000e+02     1.21346e+00     3.99997e+02
   84 2401.0000        2     2.50000e+02    -2.08442e+03    -2.75050e-07     2.50000e+02    -7.09689e+02    -9.36471e-08     1.50000e+02     5.41649e-03     1.35475e+02     1.50000e+02     2.74676e-02     4.64860e+02     1.50000e+02     3.19932e-02     5.13169e+02     1.50000e+02     1.40711e+00     3.99682e+02
   85 2431.0000        2     2.50000e+02    -2.08379e+03    -2.74967e-07     2.50000e+02    -7.10923e+02    -9.38099e-08     1.50000e+02     5.41572e-03     1.35667e+02     1.50000e+02     2.75331e-02     4.65515e+02     1.50000e+02     3.33631e-02     5.13690e+02     1.50000e+02     1.62521e+00     3.99209e+02
   86 2461.0000        2     2.50000e+02    -2.08311e+03    -2.74877e-07     2.50000e+02    -7.12159e+02    -9.39731e-08     1.50000e+02     5.41496e-03     1.35855e+02     1.50000e+02     2.76057e-02     4.66145e+02     1.50000e+02     3.50391e-02     5.14200e+02     1.50000e+02     1.86838e+00     3.98578e+02
   87 2491.0000        2     2.50000e+02    -2.08239e+03    -2.74783e-07     2.50000e+02    -7.13419e+02    -9.41393e-08     1.50000e+02     5.41421e-03     1.36037e+02     1.50000e+02     2.76874e-02     4.66768e+02     1.50000e+02     3.70955e-02     5.14681e+02     1.50000e+02     2.13722e+00     3.97792e+02
   88 2521.0000        2     2.50000e+02    -2.08164e+03    -2.74683e-07     2.50000e+02    -7.14661e+02    -9.43033e-08     1.50000e+02     5.41347e-03     1.36215e+02     1.50000e+02     2.77792e-02     4.67383e+02     1.50000e+02     3.96122e-02     5.15126e+02     1.50000e+02     2.43649e+00     3.96873e+02
   89 2551.0000        2     2.50000e+02    -2.08083e+03    -2.74577e-07     2.50000e+02    -7.15860e+02    -9.44615e-08     1.50000e+02     5.41276e-03     1.36388e+02     1.50000e+02     2.78818e-02     4.67984e+02     1.50000e+02     4.26783e-02     5.15566e+02     1.50000e+02     2.76858e+00     3.95782e+02
   90 2581.0000        2     2.50000e+02    -2.08002e+03    -2.74469e-07     2.50000e+02    -7.17042e+02    -9.46174e-08     1.50000e+02     5.41208e-03     1.36557e+02     1.50000e+02     2.79987e-02     4.68581e+02     1.50000e+02     4.63913e-02     5.16033e+02     1.50000e+02     3.13862e+00     3.94519e+02
   91 2611.0000        2     2.50000e+02    -2.07915e+03    -2.74355e-07     2.50000e+02    -7.18201e+02    -9.47703e-08     1.50000e+02     5.41143e-03     1.36722e+02     1.50000e+02     2.81338e-02     4.69180e+02     1.50000e+02     5.08519e-02     5.16501e+02     1.50000e+02     3.54663e+00     3.93043e+02
   92 2641.0000        2     2.50000e+02    -2.07837e+03    -2.74252e-07     2.50000e+02    -7.19317e+02    -9.49176e-08     1.50000e+02     5.41082e-03     1.36881e+02     1.50000e+02     2.82905e-02     4.69770e+02     1.50000e+02     5.62452e-02     5.17050e+02     1.50000e+02     3.99290e+00     3.91351e+02
   93 2671.0000        2     2.50000e+02    -2.07770e+03    -2.74163e-07     2.50000e+02    -7.20375e+02    -9.50572e-08     1.50000e+02     5.41027e-03     1.37036e+02     1.50000e+02     2.84724e-02     4.70339e+02     1.50000e+02     6.27585e-02     5.17607e+02     1.50000e+02     4.47776e+00     3.89449e+02
   94 2701.0000        2     2.50000e+02    -2.07693e+03    -2.74061e-07     2.50000e+02    -7.21385e+02    -9.51904e-08     1.50000e+02     5.40977e-03     1.37186e+02     1.50000e+02     2.86837e-02     4.70885e+02     1.50000e+02     7.05896e-02     5.18139e+02     1.50000e+02     5.00167e+00     3.87347e+02
   95 2731.0000        2     2.50000e+02    -2.07606e+03    -2.73947e-07     2.50000e+02    -7.22372e+02    -9.53207e-08     1.50000e+02     5.40934e-03     1.37332e+02     1.50000e+02     2.89295e-02     4.71413e+02     1.50000e+02     7.99468e-02     5.18637e+02     1.50000e+02     5.56484e+00     3.85045e+02
   96 2761.0000        2     2.50000e+02    -2.07508e+03    -2.73817e-07     2.50000e+02    -7.23316e+02    -9.54453e-08     1.50000e+02     5.40897e-03     1.37474e+02     1.50000e+02     2.92144e-02     4.71920e+02     1.50000e+02     9.10487e-02     5.19096e+02     1.50000e+02     6.16894e+00     3.82545e+02
   97 2791.0000        2     2.50000e+02    -2.07396e+03    -2.73670e-07     2.50000e+02    -7.24199e+02    -9.55619e-08     1.50000e+02     5.40869e-03     1.37612e+02     1.50000e+02     2.95434e-02     4.72402e+02     1.50000e+02     1.04125e-01     5.19516e+02     1.50000e+02     6.81656e+00     3.79842e+02
   98 2821.0000        2     2.50000e+02    -2.07280e+03    -2.73517e-07     2.50000e+02    -7.25034e+02    -9.56719e-08     1.50000e+02     5.40850e-03     1.37746e+02     1.50000e+02     2.99216e-02     4.72853e+02     1.50000e+02     1.19518e-01     5.20047e+02     1.50000e+02     7.65779e+00     3.76961e+02
   99 2851.0000        2     2.50000e+02    -2.07164e+03    -2.73364e-07     2.50000e+02    -7.25831e+02    -9.57772e-08     1.50000e+02     5.40841e-03     1.37877e+02     1.50000e+02     3.03583e-02     4.73297e+02     1.50000e+02     1.37549e-01     5.20619e+02     1.50000e+02     9.77821e+00     3.74018e+02
  100 2881.0000        2     2.50000e+02    -2.07044e+03    -2.73206e-07     2.50000e+02    -7.26598e+02    -9.58784e-08     1.50000e+02     5.40843e-03     1.38007e+02     1.50000e+02     3.08639e-02     4.73743e+02     1.50000e+02     1.58549e-01     5.21185e+02     1.50000e+02     1.20031e+01     3.70855e+02
  101 2911.0000        2     2.50000e+02    -2.06919e+03    -2.73040e-07     2.50000e+02    -7.27326e+02    -9.59744e-08     1.50000e+02     5.40856e-03     1.38134e+02     1.50000e+02     3.14483e-02     4.74182e+02     1.50000e+02     1.82863e-01     5.21721e+02     1.50000e+02     1.43297e+01     3.67508e+02
  102 2941.0000        2     2.50000e+02    -2.06786e+03    -2.72865e-07     2.50000e+02    -7.28049e+02    -9.60699e-08     1.50000e+02     5.40882e-03     1.38261e+02     1.50000e+02     3.21213e-02     4.74606e+02     1.50000e+02     2.10856e-01     5.22216e+02     1.50000e+02     1.67546e+01     3.63987e+02
  103 2971.0000        2     2.50000e+02    -2.06643e+03    -2.72677e-07     2.50000e+02    -7.28755e+02    -9.61630e-08     1.50000e+02     5.40922e-03     1.38386e+02     1.50000e+02     3.28936e-02     4.75013e+02     1.50000e+02     2.42907e-01     5.22664e+02     1.50000e+02     1.92739e+01     3.60302e+02
  104 3001.0000        2     2.50000e+02    -2.06493e+03    -2.72479e-07     2.50000e+02    -7.29443e+02    -9.62538e-08     1.50000e+02     5.40976e-03     1.38510e+02     1.50000e+02     3.37765e-02     4.75405e+02     1.50000e+02     2.79568e-01     5.23163e+02     1.50000e+02     2.18836e+01     3.56466e+02
  105 3031.0000        2     2.50000e+02    -2.06335e+03    -2.72270e-07     2.50000e+02    -7.30113e+02    -9.63422e-08     1.50000e+02     5.41046e-03     1.38633e+02     1.50000e+02     3.47814e-02     4.75786e+02     1.50000e+02     3.21330e-01     5.23649e+02     1.50000e+02     2.45901e+01     3.52488e+02
  106 3061.0000        2     2.50000e+02    -2.06168e+03    -2.72049e-07     2.50000e+02    -7.30750e+02    -9.64263e-08     1.50000e+02     5.41131e-03     1.38754e+02     1.50000e+02     3.59204e-02     4.76155e+02     1.50000e+02     3.76197e-01     5.24145e+02     1.50000e+02     2.73912e+01     3.48357e+02
  107 3091.0000        2     2.50000e+02    -2.05992e+03    -2.71817e-07     2.50000e+02    -7.31367e+02    -9.65077e-08     1.50000e+02     5.41234e-03     1.38874e+02     1.50000e+02     3.72108e-02     4.76539e+02     1.50000e+02     4.48246e-01     5.24587e+02     1.50000e+02     3.02865e+01     3.44081e+02
  108 3121.0000        2     2.50000e+02    -2.05812e+03    -2.71580e-07     2.50000e+02    -7.31944e+02    -9.65838e-08     1.50000e+02     5.41356e-03     1.38992e+02     1.50000e+02     3.86678e-02     4.76926e+02     1.50000e+02     5.38768e-01     5.24939e+02     1.50000e+02     3.46543e+01     3.39873e+02
  109 3151.0000        2     2.50000e+02    -2.05633e+03    -2.71343e-07     2.50000e+02    -7.32481e+02    -9.66546e-08     1.50000e+02     5.41496e-03     1.39108e+02     1.50000e+02     4.03064e-02     4.77305e+02     1.50000e+02     6.49142e-01     5.25208e+02     1.50000e+02     3.97996e+01     3.35650e+02
  110 3181.0000        2     2.50000e+02    -2.05454e+03    -2.71107e-07     2.50000e+02    -7.32974e+02    -9.67197e-08     1.50000e+02     5.41658e-03     1.39223e+02     1.50000e+02     4.21416e-02     4.77663e+02     1.50000e+02     7.80855e-01     5.25416e+02     1.50000e+02     4.49866e+01     3.31340e+02
  111 3211.0000        2     2.50000e+02    -2.05275e+03    -2.70870e-07     2.50000e+02    -7.33420e+02    -9.67786e-08     1.50000e+02     5.41840e-03     1.39336e+02     1.50000e+02     4.41888e-02     4.77991e+02     1.50000e+02     9.35752e-01     5.25619e+02     1.50000e+02     5.02059e+01     3.26970e+02
  112 3241.0000        2     2.50000e+02    -2.05093e+03    -2.70631e-07     2.50000e+02    -7.33818e+02    -9.68311e-08     1.50000e+02     5.42045e-03     1.39447e+02     1.50000e+02     4.64633e-02     4.78283e+02     1.50000e+02     1.11542e+00     5.25740e+02     1.50000e+02     5.54495e+01     3.22558e+02
  113 3271.0000        2     2.50000e+02    -2.04907e+03    -2.70385e-07     2.50000e+02    -7.34161e+02    -9.68764e-08     1.50000e+02     5.42275e-03     1.39557e+02     1.50000e+02     4.89808e-02     4.78534e+02     1.50000e+02     1.32639e+00     5.25791e+02     1.50000e+02     6.07093e+01     3.18117e+02
  114 3301.0000        2     2.50000e+02    -2.04716e+03    -2.70134e-07     2.50000e+02    -7.34623e+02    -9.69374e-08     1.50000e+02     5.42529e-03     1.39665e+02     1.50000e+02     5.17625e-02     4.78765e+02     1.50000e+02     1.58411e+00     5.25821e+02     1.50000e+02     6.59769e+01     3.13657e+02
  115 3331.0000        2     2.50000e+02    -2.04520e+03    -2.69875e-07     2.50000e+02    -7.35063e+02    -9.69953e-08     1.50000e+02     5.42809e-03     1.39771e+02     1.50000e+02     5.48321e-02     4.78992e+02     1.50000e+02     1.89018e+00     5.25662e+02     1.50000e+02     7.12527e+01     3.09196e+02
  116 3361.0000        2     2.50000e+02    -2.04320e+03    -2.69611e-07     2.50000e+02    -7.35473e+02    -9.70495e-08     1.50000e+02     5.43117e-03     1.39877e+02     1.50000e+02     5.82099e-02     4.79203e+02     1.50000e+02     2.24656e+00     5.25297e+02     1.50000e+02     7.66264e+01     3.04755e+02
  117 3391.0000        2     2.50000e+02    -2.04121e+03    -2.69348e-07     2.50000e+02    -7.35861e+02    -9.71006e-08     1.50000e+02     5.43454e-03     1.39983e+02     1.50000e+02     6.19163e-02     4.79390e+02     1.50000e+02     2.65521e+00     5.24726e+02     1.50000e+02     8.33172e+01     3.00638e+02
  118 3421.0000        2     2.50000e+02    -2.03921e+03    -2.69085e-07     2.50000e+02    -7.36241e+02    -9.71509e-08     1.50000e+02     5.43821e-03     1.40087e+02     1.50000e+02     6.59725e-02     4.79549e+02     1.50000e+02     3.11814e+00     5.23948e+02     1.50000e+02     8.99061e+01     2.96543e+02
  119 3451.0000        2     2.50000e+02    -2.03722e+03    -2.68821e-07     2.50000e+02    -7.36606e+02    -9.71990e-08     1.50000e+02     5.44220e-03     1.40191e+02     1.50000e+02     7.04039e-02     4.79714e+02     1.50000e+02     3.63801e+00     5.22998e+02     1.50000e+02     9.63970e+01     2.92495e+02
  120 3481.0000        2     2.50000e+02    -2.03527e+03    -2.68564e-07     2.50000e+02    -7.36951e+02    -9.72445e-08     1.50000e+02     5.44652e-03     1.40295e+02     1.50000e+02     7.52338e-02     4.79894e+02     1.50000e+02     4.23289e+00     5.22049e+02     1.50000e+02     1.02808e+02     2.88506e+02
  121 3511.0000        2     2.50000e+02    -2.03336e+03    -2.68312e-07     2.50000e+02    -7.37277e+02    -9.72875e-08     1.50000e+02     5.45118e-03     1.40399e+02     1.50000e+02     8.04816e-02     4.80067e+02     1.50000e+02     4.90317e+00     5.20871e+02     1.50000e+02     1.09128e+02     2.84570e+02
  122 3541.0000        2     2.50000e+02    -2.03147e+03    -2.68063e-07     2.50000e+02    -7.37583e+02    -9.73280e-08     1.50000e+02     5.45620e-03     1.40502e+02     1.50000e+02     8.61665e-02     4.80216e+02     1.50000e+02     5.65054e+00     5.19443e+02     1.50000e+02     1.15355e+02     2.80690e+02
  123 3571.0000        2     2.50000e+02    -2.02957e+03    -2.67812e-07     2.50000e+02    -7.37880e+02    -9.73671e-08     1.50000e+02     5.46160e-03     1.40605e+02     1.50000e+02     9.23185e-02     4.80362e+02     1.50000e+02     6.47679e+00     5.17760e+02     1.50000e+02     1.21485e+02     2.76874e+02
  124 3601.0000        2     2.50000e+02    -2.02764e+03    -2.67557e-07     2.50000e+02    -7.38157e+02    -9.74037e-08     1.50000e+02     5.46739e-03     1.40709e+02     1.50000e+02     9.89618e-02     4.80491e+02     1.50000e+02     7.38397e+00     5.15837e+02     1.50000e+02     1.27513e+02     2.73116e+02
  125 3631.0000        2     2.50000e+02    -2.02564e+03    -2.67294e-07     2.50000e+02    -7.38402e+02    -9.74360e-08     1.50000e+02     5.47361e-03     1.40812e+02     1.50000e+02     1.06119e-01     4.80589e+02     1.50000e+02     8.37426e+00     5.13682e+02     1.50000e+02     1.33440e+02     2.69425e+02
  126 3661.0000        2     2.50000e+02    -2.02359e+03    -2.67023e-07     2.50000e+02    -7.38609e+02    -9.74633e-08     1.50000e+02     5.48028e-03     1.40914e+02     1.50000e+02     1.13812e-01     4.80648e+02     1.50000e+02     9.46479e+00     5.11393e+02     1.50000e+02     1.39495e+02     2.65843e+02
  127 3691.0000        2     2.50000e+02    -2.02154e+03    -2.66753e-07     2.50000e+02    -7.38792e+02    -9.74875e-08     1.50000e+02     5.48742e-03     1.41014e+02     1.50000e+02     1.22064e-01     4.80661e+02     1.50000e+02     1.20786e+01     5.08872e+02     1.50000e+02     1.46773e+02     2.62572e+02
  128 3721.0000        2     2.50000e+02    -2.01952e+03    -2.66486e-07     2.50000e+02    -7.38945e+02    -9.75076e-08     1.50000e+02     5.49508e-03     1.41114e+02     1.50000e+02     1.30899e-01     4.80627e+02     1.50000e+02     1.56160e+01     5.05988e+02     1.50000e+02     1.53810e+02     2.59386e+02
  129 3751.0000        2     2.50000e+02    -2.01752e+03    -2.66222e-07     2.50000e+02    -7.39063e+02    -9.75232e-08     1.50000e+02     5.50328e-03     1.41213e+02     1.50000e+02     1.40349e-01     4.80576e+02     1.50000e+02     1.93636e+01     5.02749e+02     1.50000e+02     1.60632e+02     2.56293e+02
  130 3781.0000        2     2.50000e+02    -2.01553e+03    -2.65959e-07     2.50000e+02    -7.39160e+02    -9.75361e-08     1.50000e+02     5.51204e-03     1.41311e+02     1.50000e+02     1.51231e-01     4.80593e+02     1.50000e+02     2.33145e+01     4.99208e+02     1.50000e+02     1.67245e+02     2.53292e+02
  131 3811.0000        2     2.50000e+02    -2.01354e+03    -2.65697e-07     2.50000e+02    -7.39241e+02    -9.75466e-08     1.50000e+02     5.52140e-03     1.41407e+02     1.50000e+02     1.64064e-01     4.80636e+02     1.50000e+02     2.74620e+01     4.95402e+02     1.50000e+02     1.73659e+02     2.50382e+02
  132 3841.0000        2     2.50000e+02    -2.01156e+03    -2.65436e-07     2.50000e+02    -7.39303e+02    -9.75549e-08     1.50000e+02     5.53138e-03     1.41503e+02     1.50000e+02     1.78893e-01     4.80666e+02     1.50000e+02     3.18015e+01     4.91370e+02     1.50000e+02     1.79884e+02     2.47560e+02
  133 3871.0000        2     2.50000e+02    -2.00956e+03    -2.65172e-07     2.50000e+02    -7.39348e+02    -9.75609e-08     1.50000e+02     5.54203e-03     1.41599e+02     1.50000e+02     1.95777e-01     4.80669e+02     1.50000e+02     3.63363e+01     4.87148e+02     1.50000e+02     1.85927e+02     2.44824e+02
  134 3901.0000        2     2.50000e+02    -2.00754e+03    -2.64906e-07     2.50000e+02    -7.39394e+02    -9.75668e-08     1.50000e+02     5.55336e-03     1.41693e+02     1.50000e+02     2.14795e-01     4.80662e+02     1.50000e+02     4.10806e+01     4.82768e+02     1.50000e+02     1.91798e+02     2.42172e+02
  135 3931.0000        2     2.50000e+02    -2.00553e+03    -2.64641e-07     2.50000e+02    -7.39441e+02    -9.75730e-08     1.50000e+02     5.56542e-03     1.41787e+02     1.50000e+02     2.36017e-01     4.80642e+02     1.50000e+02     4.79604e+01     4.78201e+02     1.50000e+02     1.97505e+02     2.39601e+02
  136 3961.0000        2     2.50000e+02    -2.00353e+03    -2.64376e-07     2.50000e+02    -7.39477e+02    -9.75778e-08     1.50000e+02     5.57823e-03     1.41879e+02     1.50000e+02     2.59506e-01     4.80598e+02     1.50000e+02     5.62168e+01     4.73396e+02     1.50000e+02     2.03053e+02     2.37107e+02
  137 3991.0000        2     2.50000e+02    -2.00156e+03    -2.64117e-07     2.50000e+02    -7.39513e+02    -9.75825e-08     1.50000e+02     5.59183e-03     1.41970e+02     1.50000e+02     2.85328e-01     4.80527e+02     1.50000e+02     6.45101e+01     4.68373e+02     1.50000e+02     2.08468e+02     2.34693e+02
  138 4021.0000        2     2.50000e+02    -1.99964e+03    -2.63863e-07     2.50000e+02    -7.39555e+02    -9.75881e-08     1.50000e+02     5.60625e-03     1.42062e+02     1.50000e+02     3.13565e-01     4.80452e+02     1.50000e+02     7.28188e+01     4.63216e+02     1.50000e+02     2.13746e+02     2.32347e+02
  139 4051.0000        2     2.50000e+02    -1.99778e+03    -2.63618e-07     2.50000e+02    -7.39612e+02    -9.75956e-08     1.50000e+02     5.62152e-03     1.42154e+02     1.50000e+02     3.44319e-01     4.80424e+02     1.50000e+02     8.11225e+01     4.57986e+02     1.50000e+02     2.18889e+02     2.30065e+02
  140 4081.0000        2     2.50000e+02    -1.99597e+03    -2.63379e-07     2.50000e+02    -7.39669e+02    -9.76032e-08     1.50000e+02     5.63769e-03     1.42247e+02     1.50000e+02     3.77639e-01     4.80407e+02     1.50000e+02     8.94040e+01     4.52732e+02     1.50000e+02     2.23902e+02     2.27845e+02
  141 4111.0000        2     2.50000e+02    -1.99423e+03    -2.63149e-07     2.50000e+02    -7.39721e+02    -9.76100e-08     1.50000e+02     5.65478e-03     1.42340e+02     1.50000e+02     4.13575e-01     4.80377e+02     1.50000e+02     9.76444e+01     4.47481e+02     1.50000e+02     2.29351e+02     2.25837e+02
  142 4141.0000        2     2.50000e+02    -1.99255e+03    -2.62927e-07     2.50000e+02    -7.39761e+02    -9.76154e-08     1.50000e+02     5.67283e-03     1.42433e+02     1.50000e+02     4.52182e-01     4.80320e+02     1.50000e+02     1.05826e+02     4.42251e+02     1.50000e+02     2.34743e+02     2.23920e+02
  143 4171.0000        2     2.50000e+02    -1.99098e+03    -2.62720e-07     2.50000e+02    -7.39791e+02    -9.76192e-08     1.50000e+02     5.69188e-03     1.42525e+02     1.50000e+02     4.93510e-01     4.80224e+02     1.50000e+02     1.15478e+02     4.37275e+02     1.50000e+02     2.39958e+02     2.22063e+02
  144 4201.0000        2     2.50000e+02    -1.98951e+03    -2.62527e-07     2.50000e+02    -7.39808e+02    -9.76214e-08     1.50000e+02     5.71196e-03     1.42617e+02     1.50000e+02     5.37805e-01     4.80093e+02     1.50000e+02     1.25394e+02     4.32356e+02     1.50000e+02     2.45005e+02     2.20265e+02
  145 4231.0000        2     2.50000e+02    -1.98815e+03    -2.62346e-07     2.50000e+02    -7.39818e+02    -9.76228e-08     1.50000e+02     5.73310e-03     1.42707e+02     1.50000e+02     5.87125e-01     4.80023e+02     1.50000e+02     1.35032e+02     4.27439e+02     1.50000e+02     2.49893e+02     2.18519e+02
  146 4261.0000        2     2.50000e+02    -1.98688e+03    -2.62179e-07     2.50000e+02    -7.39826e+02    -9.76239e-08     1.50000e+02     5.75535e-03     1.42795e+02     1.50000e+02     6.41468e-01     4.79925e+02     1.50000e+02     1.44388e+02     4.22572e+02     1.50000e+02     2.54638e+02     2.16825e+02
  147 4291.0000        2     2.50000e+02    -1.98569e+03    -2.62023e-07     2.50000e+02    -7.39831e+02    -9.76246e-08     1.50000e+02     5.77873e-03     1.42882e+02     1.50000e+02     7.00902e-01     4.79781e+02     1.50000e+02     1.53462e+02     4.17793e+02     1.50000e+02     2.59250e+02     2.15178e+02
  148 4321.0000        2     2.50000e+02    -1.98459e+03    -2.61876e-07     2.50000e+02    -7.39849e+02    -9.76269e-08     1.50000e+02     5.80329e-03     1.42966e+02     1.50000e+02     7.65648e-01     4.79672e+02     1.50000e+02     1.62249e+02     4.13108e+02     1.50000e+02     2.63733e+02     2.13572e+02
  149 4351.0000        2     2.50000e+02    -1.98355e+03    -2.61740e-07     2.50000e+02    -7.39902e+02    -9.76339e-08     1.50000e+02     5.82906e-03     1.43048e+02     1.50000e+02     8.35857e-01     4.79604e+02     1.50000e+02     1.70750e+02     4.08533e+02     1.50000e+02     2.68092e+02     2.12007e+02
  150 4381.0000        2     2.50000e+02    -1.98258e+03    -2.61612e-07     2.50000e+02    -7.39988e+02    -9.76452e-08     1.50000e+02     5.85607e-03     1.43127e+02     1.50000e+02     9.11603e-01     4.79537e+02     1.50000e+02     1.78969e+02     4.04075e+02     1.50000e+02     2.72338e+02     2.10479e+02
  151 4411.0000        2     2.50000e+02    -1.98167e+03    -2.61492e-07     2.50000e+02    -7.40100e+02    -9.76600e-08     1.50000e+02     5.88436e-03     1.43204e+02     1.50000e+02     9.92960e-01     4.79444e+02     1.50000e+02     1.86909e+02     3.99741e+02     1.50000e+02     2.76490e+02     2.08987e+02
  152 4441.0000        2     2.50000e+02    -1.98083e+03    -2.61380e-07     2.50000e+02    -7.40217e+02    -9.76754e-08     1.50000e+02     5.91397e-03     1.43277e+02     1.50000e+02     1.08001e+00     4.79311e+02     1.50000e+02     1.94586e+02     3.95546e+02     1.50000e+02     2.80547e+02     2.07525e+02
  153 4471.0000        2     2.50000e+02    -1.98007e+03    -2.61280e-07     2.50000e+02    -7.40327e+02    -9.76899e-08     1.50000e+02     5.94494e-03     1.43348e+02     1.50000e+02     1.17286e+00     4.79129e+02     1.50000e+02     2.02578e+02     3.91538e+02     1.50000e+02     2.84514e+02     2.06090e+02
  154 4501.0000        2     2.50000e+02    -1.97943e+03    -2.61195e-07     2.50000e+02    -7.40438e+02    -9.77046e-08     1.50000e+02     5.97731e-03     1.43417e+02     1.50000e+02     1.27173e+00     4.78939e+02     1.50000e+02     2.11415e+02     3.87764e+02     1.50000e+02     2.88393e+02     2.04680e+02
  155 4531.0000        2     2.50000e+02    -1.97890e+03    -2.61126e-07     2.50000e+02    -7.40564e+02    -9.77212e-08     1.50000e+02     6.01115e-03     1.43485e+02     1.50000e+02     1.37688e+00     4.78768e+02     1.50000e+02     2.19726e+02     3.84094e+02     1.50000e+02     2.92186e+02     2.03294e+02
  156 4561.0000        2     2.50000e+02    -1.97847e+03    -2.61070e-07     2.50000e+02    -7.40701e+02    -9.77393e-08     1.50000e+02     6.04652e-03     1.43553e+02     1.50000e+02     1.48840e+00     4.78572e+02     1.50000e+02     2.27567e+02     3.80557e+02     1.50000e+02     2.95898e+02     2.01930e+02
  157 4591.0000        2     2.50000e+02    -1.97815e+03    -2.61027e-07     2.50000e+02    -7.40847e+02    -9.77586e-08     1.50000e+02     6.08348e-03     1.43619e+02     1.50000e+02     1.60669e+00     4.78346e+02     1.50000e+02     2.34979e+02     3.77160e+02     1.50000e+02     2.99536e+02     2.00588e+02
  158 4621.0000        2     2.50000e+02    -1.97793e+03    -2.60998e-07     2.50000e+02    -7.41002e+02    -9.77790e-08     1.50000e+02     6.12207e-03     1.43684e+02     1.50000e+02     1.73340e+00     4.78124e+02     1.50000e+02     2.42039e+02     3.73924e+02     1.50000e+02     3.03100e+02     1.99266e+02
  159 4651.0000        2     2.50000e+02    -1.97780e+03    -2.60982e-07     2.50000e+02    -7.41165e+02    -9.78005e-08     1.50000e+02     6.16235e-03     1.43748e+02     1.50000e+02     1.86859e+00     4.77875e+02     1.50000e+02     2.48778e+02     3.70833e+02     1.50000e+02     3.06591e+02     1.97964e+02
