SWOF
0.1500 0.0000 0.9000 0.000
0.2000 0.0003 0.6932 0.000
0.2500 0.0028 0.5208 0.000
0.3000 0.0094 0.3797 0.000
0.3500 0.0222 0.2667 0.000
0.4000 0.0434 0.1786 0.000
0.4500 0.0750 0.1125 0.000
0.5000 0.1191 0.0651 0.000
0.5500 0.1778 0.0333 0.000
0.6000 0.2531 0.0141 0.000
0.6500 0.3472 0.0042 0.000
0.7000 0.4622 0.0005 0.000
0.7500 0.6000 0.0000 0.000
/
